,age,all star,birth date,death date,death year,experience,first year,games,last year,link,name,position
5285,71,0,9/23/1935,3/31/2007,2007,9,1957,105,1965,/players/P/PeakCl00.htm,Clarence Peaks,FB
5286,54,0,4/21/1953,4/25/2007,2007,7,1977,71,1983,/players/P/PerkJo00.htm,Johnny Perkins,WR
5287,73,0,6/25/1933,2/24/2007,2007,11,1955,140,1965,/players/P/PreaGe20.htm,George Preas,T-G-LB
5288,74,0,4/5/1933,4/19/2007,2007,1,1957,9,1957,/players/P/PurnFr20.htm,Frank Purnell,FB
5289,87,0,3/16/1920,9/16/2007,2007,6,1946,57,1951,/players/R/RamsBu20.htm,Buster Ramsey,G-LB/Coach
5290,80,0,11/12/1926,11/3/2007,2007,10,1947,92,1956,/players/R/RattGe00.htm,George Ratterman,QB
5291,81,0,10/20/1925,2/12/2007,2007,2,1948,23,1949,/players/R/RaveBo20.htm,Bob Ravensberg,E
5292,49,0,6/17/1958,11/17/2007,2007,5,1981,76,1986,/players/R/ReddGl20.htm,Glen Redd,LB
5293,94,0,8/7/1912,7/13/2007,2007,2,1937,12,1939,/players/R/ReedRo21.htm,Rock Reed,HB
5294,56,0,3/18/1951,7/22/2007,2007,1,1974,14,1974,/players/R/RhodDa20.htm,Danny Rhodes,LB
5295,79,0,10/8/1927,2/11/2007,2007,6,1951,60,1956,/players/R/RiccJi20.htm,Jim Ricca,MG-T-G-DT
5296,75,10,11/21/1931,11/19/2007,2007,15,1953,187,1967,/players/R/RingJi00.htm,Jim Ringo,C/Coach
5297,77,0,9/11/1929,8/15/2007,2007,1,1956,4,1956,/players/R/RobeBi20.htm,Bill Roberts,HB
5298,81,0,5/30/1925,2/3/2007,2007,2,1951,8,1954,/players/R/RobiCh20.htm,Charley Robinson,G-LB
5299,104,0,8/7/1903,10/29/2007,2007,1,1928,5,1928,/players/S/SaleSa20.htm,Sam Salemi,WB
5300,85,0,10/18/1922,11/8/2007,2007,2,1947,23,1948,/players/S/SchuBi20.htm,Bill Schuler,T
5301,80,0,10/11/1927,11/27/2007,2007,1,1950,2,1950,/players/S/SebeNi20.htm,Nick Sebek,QB
5302,64,0,3/27/1943,6/19/2007,2007,2,1965,10,1967,/players/S/ShanBo20.htm,Bob Shann,DB
5303,84,0,6/2/1923,10/31/2007,2007,1,1946,3,1946,/players/S/SierSt22.htm,Steve Sierocinski,T
5304,83,0,2/9/1923,1/16/2007,2007,3,1948,38,1950,/players/S/SignJo20.htm,Joe Signaigo,G
5305,28,0,4/22/1979,6/15/2007,2007,1,2002,1,2002,/players/S/SkagJu20.htm,Justin Skaggs,WR
5306,81,0,4/16/1925,4/6/2007,2007,2,1947,14,1948,/players/S/StacEd20.htm,Ed Stacco,T
5307,69,0,2/4/1937,1/18/2007,2007,5,1960,68,1964,/players/S/StehRo20.htm,Ron Stehouwer,G
5308,55,0,9/18/1951,4/5/2007,2007,5,1973,60,1977,/players/S/StinDa00.htm,Darryl Stingley,WR
5309,24,2,4/1/1983,11/27/2007,2007,4,2004,55,2007,/players/T/TaylSe20.htm,Sean Taylor,DB
5310,87,0,3/28/1920,8/4/2007,2007,1,1945,5,1945,/players/T/ThomJi21.htm,Jim Thomason,WB
5311,90,0,7/16/1917,9/7/2007,2007,3,1941,11,1945,/players/U/UrbaAl20.htm,Alex Urban,DE-E
5312,89,0,2/10/1918,8/11/2007,2007,2,1940,20,1941,/players/V/VanEHa20.htm,Hal Van Every,TB-HB
5313,65,0,2/13/1942,3/1/2007,2007,9,1964,123,1972,/players/V/VossLl20.htm,Lloyd Voss,DE-DT
5314,95,0,12/16/1911,9/25/2007,2007,1,1938,10,1938,/players/W/WallBi20.htm,Bill Waller,E
5315,75,0,11/30/1931,7/30/2007,2007,,,,,/coaches/WalsBi0.htm,Bill Walsh,Coach
5316,61,3,11/25/1945,4/19/2007,2007,10,1967,119,1976,/players/W/WebsGe00.htm,George Webster,LB
5317,68,0,6/5/1938,3/31/2007,2007,1,1963,2,1963,/players/W/WestDa20.htm,Dave West,DB
5318,86,3,10/5/1921,11/27/2007,2007,8,1946,99,1953,/players/W/WillBi00.htm,Bill Willis,DG-G
5319,24,0,9/27/1982,1/1/2007,2007,2,2005,27,2006,/players/W/WillDa21.htm,Darrent Williams,DB
5320,89,0,5/12/1918,9/8/2007,2007,2,1940,3,1945,/players/W/WillRe22.htm,Rex Williams,C
5321,75,0,7/5/1931,5/31/2007,2007,1,1955,1,1955,/players/W/WoitRi20.htm,Richie Woit,DB
5322,67,3,11/6/1939,3/20/2007,2007,13,1960,174,1972,/players/W/WrigEr01.htm,Ernie Wright,T
5323,39,0,11/22/1968,6/15/2008,2008,5,1991,54,1995,/players/A/AgeeMe20.htm,Mel Agee,DE-DT
5324,88,0,6/25/1920,11/7/2008,2008,1,1948,13,1948,/players/A/AlleCa20.htm,Carl Allen,RB-DB
5325,83,0,7/12/1924,4/16/2008,2008,2,1950,24,1951,/players/A/AlleLo20.htm,Lou Allen,T
5326,86,0,11/28/1921,9/22/2008,2008,4,1947,46,1950,/players/A/AndrPl20.htm,Plato Andros,G-T-DG
5327,85,0,1/27/1923,7/13/2008,2008,1,1948,8,1948,/players/A/AtwoJo20.htm,John Atwood,HB-WB-DB
5328,79,0,12/15/1928,8/20/2008,2008,1,1953,12,1953,/players/A/AvinBu00.htm,Butch Avinger,FB
5329,66,3,8/30/1942,12/22/2008,2008,14,1968,180,1981,/players/B/BacoCo00.htm,Coy Bacon,DE-DT
5330,93,1,3/3/1915,6/29/2008,2008,1,1938,5,1938,/players/B/BarnCh20.htm,Charles Barnard,E
5331,94,6,3/17/1914,12/17/2008,2008,16,1937,165,1952,/players/B/BaugSa00.htm,Sammy Baugh,QB-TB/Coach
5332,76,0,4/6/1932,6/7/2008,2008,7,1955,80,1961,/players/B/BeatEd20.htm,Ed Beatty,C-LB
5333,84,0,11/14/1923,10/13/2008,2008,2,1947,25,1948,/players/B/BerePe20.htm,Pete Berezney,T
5334,76,0,8/24/1932,10/31/2008,2008,2,1958,23,1959,/players/B/BoldLe20.htm,Leroy Bolden,HB
5335,76,0,6/1/1932,10/10/2008,2008,2,1955,19,1956,/players/B/BookBi20.htm,Billy Bookout,DB
5336,76,0,9/22/1931,2/7/2008,2008,3,1954,23,1957,/players/B/BowmBi00.htm,Bill Bowman,FB
5337,70,0,5/3/1938,9/11/2008,2008,1,1960,14,1960,/players/B/BuzyBe20.htm,Bernard Buzyniski,LB
5338,41,0,1/7/1967,4/28/2008,2008,1,1991,14,1991,/players/C/CaesIv20.htm,Ivan Caesar,LB
5339,74,0,5/13/1934,9/19/2008,2008,1,1960,3,1960,/players/C/CaroDo00.htm,Don Carothers,E
5340,67,0,12/27/1940,12/18/2008,2008,9,1962,117,1970,/players/C/CasePe20.htm,Pete Case,G
5341,63,0,2/29/1944,2/15/2008,2008,1,1969,5,1969,/players/C/CaseTi20.htm,Tim Casey,LB
5342,76,0,9/8/1931,6/7/2008,2008,5,1953,51,1959,/players/C/CatlTo20.htm,Tom Catlin,LB-C/Coach
5343,66,0,9/11/1942,11/12/2008,2008,2,1966,18,1967,/players/C/ChesGe00.htm,George Chesser,RB-P
5344,63,0,1/6/1945,1/22/2008,2008,1,1971,1,1971,/players/C/ConwDa20.htm,Dave Conway,K
5345,74,0,3/18/1933,2/14/2008,2008,3,1960,41,1962,/players/C/CoopTh00.htm,Thurlow Cooper,TE-DE
5346,40,0,9/24/1967,8/22/2008,2008,6,1990,69,1995,/players/C/CornFr21.htm,Frank Cornish,C-G
5347,80,0,4/11/1928,5/19/2008,2008,2,1950,22,1953,/players/C/CoutLa20.htm,Larry Coutre,HB
5348,82,0,9/22/1925,4/28/2008,2008,2,1946,5,1947,/players/C/CoxxNo20.htm,Norm Cox,QB-TB
5349,65,0,7/14/1943,8/22/2008,2008,1,1968,10,1968,/players/C/CrenLe20.htm,Leon Crenshaw,DT
5350,88,0,4/6/1919,1/22/2008,2008,2,1944,18,1945,/players/C/CrowJo20.htm,Joe Crowley,E-DB
5351,86,0,6/15/1921,2/23/2008,2008,4,1946,53,1949,/players/D/DaviLa20.htm,Lamar Davis,E-DE
5352,79,0,5/31/1929,9/29/2008,2008,4,1957,46,1960,/players/D/DaviMi22.htm,Milt Davis,DB
5353,44,0,7/17/1963,3/16/2008,2008,6,1985,73,1990,/players/D/DaviWa20.htm,Wayne Davis,DB
5354,54,0,10/16/1953,3/14/2008,2008,9,1976,113,1984,/players/D/DawsMi20.htm,Mike Dawson,DT-NT-DE
5355,75,0,10/2/1932,2/22/2008,2008,2,1959,16,1960,/players/D/DayxEa00.htm,Eagle Day,QB
5356,87,0,2/29/1920,2/1/2008,2008,9,1945,97,1953,/players/D/DeMaAl20.htm,Al DeMao,C-LB
5357,71,2,1/17/1937,2/29/2008,2008,8,1959,98,1966,/players/D/DialBu00.htm,Buddy Dial,SE-FL
5358,86,0,9/6/1922,10/17/2008,2008,7,1945,63,1952,/players/D/DimaBa20.htm,Babe Dimancheff,HB
5359,77,0,2/8/1930,1/8/2008,2008,8,1952,81,1961,/players/D/DoolJi00.htm,Jim Dooley,B-E-FL-TE/Coach
5360,87,0,8/30/1921,9/20/2008,2008,3,1945,24,1947,/players/D/DrulAl20.htm,Al Drulis,B
5361,72,0,3/16/1936,6/16/2008,2008,6,1960,81,1965,/players/D/DukeMi20.htm,Mike Dukes,LB
5362,57,0,9/2/1951,10/12/2008,2008,9,1973,101,1981,/players/E/ElliLe00.htm,Lenvil Elliott,RB
5363,70,0,2/1/1938,5/14/2008,2008,4,1960,43,1963,/players/E/ElliRo20.htm,Roger Ellis,LB-C
5364,78,1,10/21/1929,8/23/2008,2008,7,1953,73,1959,/players/E/ElteLe00.htm,Leo Elter,FB-HB
5365,60,0,11/6/1947,9/4/2008,2008,8,1969,96,1976,/players/E/EndeDi20.htm,Dick Enderle,G
5366,92,0,4/10/1916,4/14/2008,2008,2,1938,3,1939,/players/E/EricBu20.htm,Bud Erickson,C
5367,41,0,4/16/1967,10/12/2008,2008,8,1993,98,2000,/players/E/EvanCh00.htm,Charles Evans,RB
5368,92,0,5/31/1915,5/26/2008,2008,4,1940,27,1943,/players/E/EvanDi20.htm,Dick Evans,E
5369,84,0,1/10/1924,4/25/2008,2008,2,1949,22,1950,/players/E/EvanRa21.htm,Ray Evans,G-T
5370,80,0,9/26/1927,7/21/2008,2008,1,1952,11,1952,/players/F/FaveHa20.htm,Hal Faverty,LB-DE-C
5371,43,0,3/30/1965,6/11/2008,2008,4,1987,58,1992,/players/F/FrerMi20.htm,Mitch Frerotte,G
5372,79,0,2/5/1929,10/25/2008,2008,1,1953,3,1953,/players/G/GambBo20.htm,Bob Gambold,QB
5373,80,0,11/12/1927,4/8/2008,2008,1,1951,3,1951,/players/G/GayxBi20.htm,Billy Gay,DB
5374,27,0,5/11/1981,6/15/2008,2008,1,2005,1,2005,/players/G/GoddJo20.htm,Jonathan Goddard,DE
5375,79,0,4/16/1929,4/25/2008,2008,1,1953,12,1953,/players/G/GranSo20.htm,Sonny Grandelius,HB
5376,45,1,2/25/1962,2/6/2008,2008,9,1984,133,1993,/players/G/GrimJo00.htm,John Grimsley,LB
5377,78,1,8/15/1929,2/29/2008,2008,5,1951,58,1955,/players/G/GrooJe00.htm,Jerry Groom,MG-DT-C-LB
5378,93,0,11/30/1914,3/9/2008,2008,1,1937,5,1937,/players/H/HainBy20.htm,By Haines,HB
5379,78,2,5/22/1930,9/11/2008,2008,13,1952,160,1964,/players/H/HannDa00.htm,Dave Hanner,DT/Coach
5380,53,0,12/12/1954,4/19/2008,2008,1,1978,12,1978,/players/H/HardBu20.htm,Buddy Hardaway,T
5381,69,0,6/18/1938,1/19/2008,2008,1,1960,4,1960,/players/H/HarpDa00.htm,Darrell Harper,HB-K
5382,71,4,3/13/1937,9/10/2008,2008,9,1960,116,1968,/players/H/HeadSh00.htm,Sherrill Headrick,LB
5383,84,0,2/18/1923,2/6/2008,2008,4,1946,41,1949,/players/H/HekkGe20.htm,George Hekkers,T
5384,73,6,2/15/1935,10/20/2008,2008,15,1958,202,1973,/players/H/HickGe00.htm,Gene Hickerson,G
5385,66,0,1/20/1942,9/28/2008,2008,1,1966,7,1966,/players/H/HiggJi20.htm,Jim Higgins,T-G
5386,66,0,9/19/1942,9/23/2008,2008,15,1964,199,1979,/players/H/HilgWa20.htm,Wally Hilgenberg,LB-G
5387,59,0,7/11/1948,1/17/2008,2008,7,1972,84,1978,/players/H/HolmEr20.htm,Ernie Holmes,DT-NT
5388,88,0,9/19/1919,1/27/2008,2008,3,1946,34,1948,/players/H/HoloMi20.htm,Mike Holovak,FB-LB/Coach
5389,63,0,11/19/1944,4/7/2008,2008,13,1967,169,1979,/players/H/HowaBo20.htm,Bob Howard,DB
5390,91,0,3/9/1916,1/27/2008,2008,1,1942,2,1942,/players/H/HutcBi20.htm,Bill Hutchinson,QB
5391,88,0,9/27/1920,10/1/2008,2008,6,1946,68,1951,/players/J/JansVa20.htm,Val Jansante,E-DE
5392,71,2,5/9/1937,11/20/2008,2008,11,1963,139,1973,/players/J/JeteBo00.htm,Bob Jeter,DB-WR
5393,71,0,10/18/1936,1/3/2008,2008,1,1961,1,1961,/players/J/JoneGe20.htm,Gene Jones,LB
5394,46,0,8/3/1961,6/10/2008,2008,1,1988,1,1988,/players/J/JoneTy20.htm,Tyrone Jones,LB
5395,91,0,2/22/1917,12/5/2008,2008,1,1938,10,1938,/players/K/KaraGe20.htm,George Karamatic,FB-DB
5396,80,0,1/29/1928,11/6/2008,2008,1,1952,10,1952,/players/K/KarrJo20.htm,Johnny Karras,HB
5397,67,1,3/20/1941,10/27/2008,2008,10,1963,131,1972,/players/K/KassKa00.htm,Karl Kassulke,DB
5398,68,0,7/23/1939,5/27/2008,2008,2,1961,24,1962,/players/K/KerrJi20.htm,Jim Kerr,DB
5399,27,0,11/24/1980,7/4/2008,2008,4,2003,59,2006,/players/K/KielTe20.htm,Terrence Kiel,DB
5400,79,0,9/30/1929,11/24/2008,2008,3,1955,36,1958,/players/K/KimmJ.20.htm,J.D. Kimmel,DT
5401,90,0,8/15/1917,4/17/2008,2008,1,1945,6,1945,/players/K/KlotMi20.htm,Mike Klotovich,WB
5402,75,0,11/10/1932,2/9/2008,2008,2,1954,18,1956,/players/K/KnutGe20.htm,Gene Knutson,DE
5403,49,0,8/30/1959,12/19/2008,2008,4,1982,41,1985,/players/K/KoflMa00.htm,Matt Kofler,QB
5404,79,1,9/25/1928,2/4/2008,2008,7,1953,84,1959,/players/K/KonzKe00.htm,Ken Konz,DB
5405,89,0,2/20/1919,12/16/2008,2008,1,1945,2,1945,/players/K/KrolJo20.htm,Joe Krol,HB
5406,92,0,6/29/1915,1/29/2008,2008,3,1941,29,1947,/players/K/KuzmJo20.htm,John Kuzman,T
5407,66,0,2/2/1942,10/10/2008,2008,6,1964,77,1969,/players/L/LangIz00.htm,Izzy Lang,RB
5408,59,0,12/20/1948,2/14/2008,2008,4,1970,37,1974,/players/L/LawsOd00.htm,Odell Lawson,RB
5409,75,0,3/5/1933,5/15/2008,2008,11,1957,132,1968,/players/L/LeggEa20.htm,Earl Leggett,DT-DE
5410,54,0,1/20/1954,9/19/2008,2008,3,1982,34,1984,/players/L/LewiRe20.htm,Reggie Lewis,DE
5411,88,0,3/14/1919,1/11/2008,2008,1,1945,2,1945,/players/L/LindJo20.htm,Joe Lindahl,G-E
5412,74,0,3/25/1933,3/14/2008,2008,2,1955,24,1959,/players/L/LunaBo20.htm,Bobby Luna,DB
5413,83,0,10/27/1924,9/27/2008,2008,2,1946,18,1947,/players/L/LundBi20.htm,Bill Lund,HB
5414,72,1,4/29/1936,9/24/2008,2008,9,1958,109,1966,/players/L/LyncDi00.htm,Dick Lynch,DB
5415,85,0,10/17/1922,7/31/2008,2008,1,1948,13,1948,/players/M/MaglJo20.htm,Joe Magliolo,LB
5416,89,0,7/11/1918,6/6/2008,2008,5,1941,48,1949,/players/M/MallRa20.htm,Ray Mallouf,QB-TB
5417,87,0,8/27/1920,5/9/2008,2008,3,1944,23,1948,/players/M/ManzBa20.htm,Bap Manzini,C
5418,87,0,11/3/1920,7/28/2008,2008,3,1944,21,1946,/players/M/MargBo20.htm,Bob Margarita,HB
5419,85,0,4/10/1922,1/8/2008,2008,3,1947,35,1949,/players/M/MartJa20.htm,Jack Martin,C
5420,47,0,8/12/1961,10/4/2008,2008,2,1984,7,1987,/players/M/McCoLa20.htm,Larry McCoy,LB
5421,92,0,10/23/1915,3/24/2008,2008,1,1944,7,1944,/players/M/McGiCh20.htm,Charlie McGibbony,TB
5422,45,0,2/25/1963,5/25/2008,2008,9,1987,87,1995,/players/M/McHaTo20.htm,Tom McHale,G
5423,79,0,2/13/1929,10/11/2008,2008,1,1952,12,1952,/players/M/MergMi20.htm,Mike Mergen,T-DT
5424,58,0,10/16/1949,5/22/2008,2008,3,1972,42,1974,/players/M/MildJa20.htm,Jack Mildren,DB
5425,70,0,8/11/1938,11/5/2008,2008,9,1962,97,1970,/players/M/MillCl20.htm,Clark Miller,DE
5426,38,0,9/29/1970,10/15/2008,2008,8,1992,104,1999,/players/M/MimsCh20.htm,Chris Mims,DE-DT
5427,76,0,5/18/1932,10/27/2008,2008,1,1958,2,1958,/players/M/MitcGe20.htm,Gene Mitcham,E
5428,69,0,1/15/1939,9/10/2008,2008,1,1962,12,1962,/players/M/MoreFr20.htm,Fran Morelli,T
5429,80,0,10/23/1928,11/26/2008,2008,1,1949,8,1949,/players/M/MorgJo20.htm,Joe Morgan,T
5430,83,0,3/9/1925,6/18/2008,2008,1,1947,1,1947,/players/M/MorrBo21.htm,Bob Morris,HB
5431,99,0,5/18/1909,5/18/2008,2008,1,1932,2,1932,/players/N/NorrJa20.htm,Jack Norris,E
5432,77,1,2/16/1931,4/12/2008,2008,12,1954,153,1965,/players/N/NuttBu00.htm,Buzz Nutter,C-LB
5433,55,0,9/6/1952,4/27/2008,2008,4,1975,43,1978,/players/P/PatrMi20.htm,Mike Patrick,P
5434,73,0,11/13/1934,4/11/2008,2008,9,1956,107,1965,/players/P/PellBo20.htm,Bob Pellegrini,LB-G
5435,80,0,2/10/1928,9/11/2008,2008,2,1954,20,1955,/players/P/PeriPe20.htm,Pete Perini,FB-LB
5436,72,3,5/21/1936,8/18/2008,2008,12,1959,145,1970,/players/P/PeteFl00.htm,Floyd Peters,DT/Coach
5437,68,0,7/13/1940,8/1/2008,2008,4,1962,50,1965,/players/P/PineEd20.htm,Ed Pine,LB
5438,86,1,4/15/1921,4/2/2008,2008,6,1947,71,1952,/players/P/PoolRa20.htm,Ray Poole,DE-E
5439,87,0,9/21/1920,8/24/2008,2008,1,1945,2,1945,/players/P/PostAl20.htm,Al Postus,TB-DB
5440,90,1,5/31/1918,9/24/2008,2008,4,1940,35,1946,/players/P/PricCo20.htm,Cotton Price,TB-DB-QB
5441,80,0,8/20/1927,6/10/2008,2008,3,1949,27,1951,/players/R/RaucJo20.htm,John Rauch,QB-DB/Coach
5442,79,0,10/7/1928,3/28/2008,2008,7,1950,64,1956,/players/R/RichHe20.htm,Herb Rich,DB
5443,74,0,1/14/1934,7/16/2008,2008,6,1957,47,1962,/players/R/RichPe00.htm,Perry Richards,E
5444,83,0,6/10/1924,4/16/2008,2008,1,1947,11,1947,/players/S/SacrNi20.htm,Nick Sacrinty,QB
5445,86,0,7/22/1922,9/26/2008,2008,1,1948,13,1948,/players/S/SaziRa20.htm,Ralph Sazio,T
5446,95,0,11/22/1912,8/12/2008,2008,6,1935,46,1940,/players/S/SchnHe20.htm,Herm Schneidman,BB-QB
5447,84,2,4/15/1923,3/10/2008,2008,4,1948,50,1951,/players/S/SchnOt00.htm,Otto Schnellbacher,DB-E
5448,44,0,11/24/1963,6/14/2008,2008,1,1987,3,1987,/players/S/SchuRi20.htm,Rick Schulte,G-T
5449,72,0,4/12/1936,11/19/2008,2008,2,1960,21,1961,/players/S/ScotJa20.htm,Jack Scott,DT
5450,84,0,1/10/1924,9/26/2008,2008,3,1949,36,1951,/players/S/SiegHe20.htm,Herb Siegert,G-LB
5451,85,0,2/16/1923,8/20/2008,2008,1,1948,3,1948,/players/S/SiegJu20.htm,Jules Siegle,FB-LB
5452,91,1,8/23/1917,11/15/2008,2008,5,1939,53,1943,/players/S/SlivSt20.htm,Steve Slivinski,G-LB
5453,52,0,8/10/1956,9/28/2008,2008,7,1978,104,1984,/players/S/SmalGe21.htm,Gerald Small,DB
5454,71,0,9/5/1936,8/12/2008,2008,3,1960,42,1962,/players/S/SoreJi20.htm,Jim Sorey,DT
5455,79,0,4/6/1929,12/7/2008,2008,1,1951,3,1951,/players/S/StauJe20.htm,Jerry Stautberg,G-LB
5456,84,0,10/8/1923,4/9/2008,2008,1,1948,1,1948,/players/S/StefBo20.htm,Bob Stefik,E
5457,64,0,2/11/1943,1/2/2008,2008,2,1966,22,1967,/players/S/StraEl20.htm,Eli Strand,G
5458,73,0,3/16/1935,9/20/2008,2008,4,1957,45,1960,/players/S/SuttEd00.htm,Ed Sutton,HB-DB
5459,63,0,6/13/1945,9/5/2008,2008,1,1967,10,1967,/players/S/SweeNe00.htm,Neal Sweeney,WR
5460,69,0,9/20/1939,12/18/2008,2008,4,1963,47,1967,/players/T/ThorBi00.htm,Bill Thornton,FB
5461,90,0,12/10/1917,11/27/2008,2008,2,1942,15,1946,/players/T/TomaAn20.htm,Andy Tomasic,TB-DB
5462,73,0,12/3/1934,11/12/2008,2008,3,1960,35,1962,/players/T/TrasOr20.htm,Orville Trask,DT
5463,83,1,4/4/1925,4/20/2008,2008,6,1950,72,1956,/players/U/UlinHa00.htm,Harry Ulinski,C
5464,63,7,8/15/1945,8/20/2008,2008,15,1967,217,1981,/players/U/UpshGe00.htm,Gene Upshaw,G
5465,88,0,11/1/1920,12/14/2008,2008,1,1945,3,1945,/players/V/VuciMi20.htm,Milt Vucinich,C
5466,63,0,7/9/1944,4/8/2008,2008,1,1966,2,1966,/players/W/WantHa20.htm,Hal Wantland,DB
5467,62,1,3/23/1946,12/31/2008,2008,6,1971,67,1976,/players/W/WashVi00.htm,Vic Washington,RB-DB-WR
5468,70,0,3/1/1938,11/5/2008,2008,5,1964,59,1968,/players/W/WendJo21.htm,Joe Wendryhoski,C
5469,72,0,12/13/1935,10/8/2008,2008,4,1960,56,1963,/players/W/WharHo20.htm,Hogan Wharton,G
5470,39,0,5/10/1969,5/11/2008,2008,6,1992,72,1997,/players/W/WhitCu20.htm,Curtis Whitley,C
5471,58,2,7/30/1949,6/6/2008,2008,10,1971,126,1980,/players/W/WhitDw00.htm,Dwight White,DE
5472,53,0,12/7/1954,1/25/2008,2008,6,1978,78,1983,/players/W/WillBr00.htm,Brooks Williams,TE
5473,84,0,3/4/1923,3/1/2008,2008,4,1948,40,1951,/players/Y/YablVi20.htm,Vinnie Yablonski,FB-LB
5474,60,0,11/12/1947,9/3/2008,2008,3,1971,16,1973,/players/Y/YounWi22.htm,Willie Young,T
5475,62,0,1/3/1946,9/3/2008,2008,1,1967,2,1967,/players/Z/ZawaJe20.htm,Jerry Zawadzkas,TE
5476,72,0,1/16/1937,8/4/2009,2009,1,1961,12,1961,/players/A/AmesDa00.htm,Dave Ames,HB-DB
5477,33,0,10/4/1975,4/3/2009,2009,1,1999,2,1999,/players/A/AndeKe20.htm,Ken Anderson,DT
5478,70,0,7/15/1938,4/27/2009,2009,5,1960,43,1964,/players/B/BarnEr20.htm,Ernie Barnes,G-T
5479,73,2,8/10/1935,5/28/2009,2009,9,1957,102,1965,/players/B/BarrTe00.htm,Terry Barr,HB-DB-FL
5480,78,0,3/25/1931,11/16/2009,2009,5,1955,62,1960,/players/B/BellEd21.htm,Eddie Bell,DB-LB
5481,74,0,11/29/1934,6/15/2009,2009,2,1960,20,1961,/players/B/BeloGe20.htm,George Belotti,C
5482,90,0,7/27/1919,10/12/2009,2009,2,1945,10,1946,/players/B/BoneEr20.htm,Ernie Bonelli,B
5483,96,0,5/30/1913,6/7/2009,2009,1,1938,1,1938,/players/B/BoraFr20.htm,Fred Borak,DE
5484,81,1,3/7/1928,5/14/2009,2009,7,1950,79,1957,/players/B/BoydBo00.htm,Bob Boyd,E-DB
5485,82,0,10/16/1927,12/30/2009,2009,2,1950,12,1952,/players/B/BradEd20.htm,Ed Bradley,G
5486,82,0,9/7/1926,7/14/2009,2009,3,1952,36,1954,/players/B/BradPa21.htm,Pat Brady,QB-K
5487,87,0,4/9/1922,6/1/2009,2009,3,1947,40,1949,/players/B/BrowJo21.htm,John Brown,LB-C
5488,79,0,8/15/1930,12/7/2009,2009,1,1957,4,1957,/players/B/BrowMa23.htm,Marv Brown,HB
5489,89,0,9/24/1919,3/31/2009,2009,1,1945,1,1945,/players/B/BrumBo21.htm,Bob Brumley,WB
5490,58,0,5/20/1951,10/13/2009,2009,13,1973,153,1987,/players/B/BryaCu00.htm,Cullen Bryant,RB
5491,47,0,3/20/1962,7/25/2009,2009,9,1984,109,1993,/players/B/BryaRi20.htm,Rick Bryan,DE-DT-NT-LB
5492,91,0,9/18/1917,2/18/2009,2009,9,1942,86,1950,/players/B/BulgCh20.htm,Chet Bulger,T
5493,70,0,6/24/1939,8/1/2009,2009,4,1962,48,1965,/players/B/BundMi20.htm,Mike Bundra,DT
5494,83,0,2/7/1926,8/10/2009,2009,5,1950,39,1954,/players/B/BurkDo20.htm,Don Burke,LB-G
5495,78,0,8/8/1931,12/6/2009,2009,1,1956,8,1956,/players/B/BurlAl20.htm,Alex Burl,HB
5496,69,1,9/15/1939,2/28/2009,2009,6,1964,59,1969,/players/B/BurrOd00.htm,Ode Burrell,RB-WR-P
5497,83,0,2/25/1926,4/7/2009,2009,4,1950,32,1953,/players/C/CampAl20.htm,Al Campana,DB-HB
5498,79,1,1/31/1930,4/1/2009,2009,7,1954,71,1960,/players/C/CarsJo00.htm,John Carson,E
5499,79,0,1/23/1930,8/19/2009,2009,1,1952,11,1952,/players/C/CasnKe20.htm,Ken Casner,DT
5500,83,0,2/3/1926,3/26/2009,2009,5,1950,60,1954,/players/C/CifeGu20.htm,Gus Cifelli,T
5501,76,1,1/10/1933,10/5/2009,2009,8,1956,79,1963,/players/C/ClarLe00.htm,Leon Clarke,E-FL
5502,72,0,1/24/1937,9/16/2009,2009,11,1959,139,1969,/players/C/ClarMo20.htm,Monte Clark,T-DT-DE/Coach
5503,26,0,3/11/1982,3/1/2009,2009,5,2004,42,2008,/players/C/CoopMa21.htm,Marquis Cooper,LB
5504,65,0,7/6/1943,6/19/2009,2009,1,1968,2,1968,/players/C/CorcKi00.htm,King Corcoran,QB
5505,93,0,5/24/1915,2/7/2009,2009,1,1942,11,1942,/players/C/CottRu20.htm,Russ Cotton,QB
5506,89,2,10/15/1919,1/12/2009,2009,9,1946,100,1954,/players/C/CrafRu00.htm,Russ Craft,DB-HB
5507,82,8,1/22/1927,7/5/2009,2009,10,1950,116,1959,/players/C/CreeLo00.htm,Lou Creekmur,T-G-DG-DT
5508,79,1,3/31/1929,3/10/2009,2009,6,1951,69,1958,/players/D/DaugDi00.htm,Dick Daugherty,G-LB-C
5509,74,0,9/12/1934,1/29/2009,2009,2,1960,12,1961,/players/D/DaviGl00.htm,Glenn Davis,WR
5510,65,0,1/2/1944,1/20/2009,2009,5,1967,50,1971,/players/D/DennAu00.htm,Austin Denney,TE
5511,87,0,10/27/1922,11/13/2009,2009,4,1946,41,1949,/players/D/DobeBo20.htm,Bob Dobelstein,G
5512,89,0,3/18/1919,1/20/2009,2009,6,1946,67,1951,/players/D/DomnJo20.htm,Joe Domnanovich,C-LB
5513,80,2,11/15/1929,12/7/2009,2009,7,1954,69,1962,/players/D/DoroAl00.htm,Al Dorow,QB
