,age,birth date,death date,death season,first year,games,last year,link,name,position
794,74,1926-02-27,2000-11-29,2001,1949,427,1956,/players/f/fogolle01.html,Lee Fogolin,D
795,72,1929-07-31,2001-08-23,2001,1955,5,1955,/players/f/fredera01.html,Ray Frederick,G
796,88,1913-03-25,2001-08-28,2001,1936,144,1944,/players/g/gardibe01.html,Bert Gardiner,G
797,73,1928-01-05,2001-08-16,2001,1950,92,1953,/players/g/glovefr01.html,Fred Glover,C
798,84,1916-05-09,2000-09-18,2001,1941,66,1943,/players/g/graboto01.html,Tony Graboski,LW/D
799,96,1904-06-08,2001-04-20,2001,1931,2,1931,/players/h/hamelhe01.html,Herb Hamel,RW
800,55,1945-11-10,2001-05-08,2001,1971,47,1972,/players/h/hornula01.html,Larry Hornung,D
801,72,1928-07-27,2001-03-21,2001,1950,1,1950,/players/j/johanbi01.html,Bill Johansen,C/RW
802,78,1923-03-17,2001-07-01,2001,1946,740,1958,/players/l/leswito01.html,Tony Leswick,W
803,74,1927-01-01,2001-08-21,2001,1947,237,1955,/players/m/mackaca01.html,Calum MacKay,LW
804,66,1934-09-16,2001-06-14,2001,1960,269,1968,/players/m/melnyge01.html,Gerry Melnyk,C
805,77,1923-07-14,2001-01-25,2001,1948,112,1951,/players/m/morrido01.html,Don Morrison,C
806,96,1904-05-19,2001-05-17,2001,1927,508,1937,/players/m/murdomu01.html,Murray Murdoch,LW
807,84,1916-07-08,2001-05-27,2001,1940,3,1941,/players/p/policjo01.html,John Polich,RW
808,86,1914-09-26,2001-02-21,2001,1935,144,1945,/players/p/purpufi01.html,Fido Purpur,RW
809,76,1924-12-21,2000-12-27,2001,1960,2,1961,/players/s/schaejo01.html,Joe Schaefer,G
810,76,1924-05-08,2000-09-23,2001,1945,331,1951,/players/s/smithke01.html,Ken Smith,LW
811,71,1930-01-05,2001-04-01,2001,1949,123,1957,/players/t/toppaze01.html,Zellio Toppazzini,RW
812,78,1923-09-07,2001-12-24,2002,1950,4,1950,/players/a/adamdo01.html,Douglas Adam,LW
813,53,1948-06-13,2001-09-11,2002,1969,568,1978,/players/b/bailega01.html,Ace Bailey,LW
814,80,1922-01-12,2002-03-24,2002,1950,1,1950,/players/b/bittnri01.html,Richard Bittner,G
815,82,1919-08-01,2002-07-30,2002,1941,180,1949,/players/b/bruneed01.html,Eddie Bruneteau,RW
816,71,1930-03-11,2001-11-02,2002,1950,1,1950,/players/b/byersgo01.html,Gord Byers,D
817,84,1916-12-23,2001-10-20,2002,1936,774,1954,/players/d/dumarwo01.html,Woody Dumart,LW
818,85,1916-07-04,2002-04-13,2002,1940,64,1943,/players/f/fishejo01.html,Joe Fisher,RW
819,32,1969-06-11,2002-03-06,2002,1990,156,1995,/players/f/fogarbr01.html,Bryan Fogarty,D
820,76,1924-10-30,2001-10-10,2002,1946,696,1957,/players/g/gardnca01.html,Cal Gardner,C
821,66,1935-07-29,2001-09-20,2002,1956,770,1969,/players/h/harribi01.html,Billy Harris,C
822,81,1920-10-13,2001-12-22,2002,1941,89,1947,/players/l/larsono01.html,Norm Larson,RW
823,80,1921-03-17,2001-12-20,2002,1947,8,1947,/players/l/levanjo01.html,Joe Levandoski,RW
824,93,1908-10-18,2002-01-09,2002,1929,761,1945,/players/m/marchmu01.html,Mush March,RW
825,82,1920-04-15,2002-08-28,2002,1948,412,1954,/players/m/mcfadji01.html,Jim McFadden,C
826,83,1918-01-16,2001-11-13,2002,1939,55,1942,/players/m/mcreapa01.html,Pat McReavy,C
827,62,1940-01-06,2002-05-07,2002,1960,171,1965,/players/m/meissdi01.html,Dick Meissner,RW
828,74,1927-12-07,2002-03-13,2002,1949,705,1960,/players/m/mickoni01.html,Nick Mickoski,LW
829,74,1927-09-04,2002-04-15,2002,1951,100,1953,/players/r/raglara01.html,Rags Raglan,D
830,90,1911-08-29,2002-05-21,2002,1934,18,1934,/players/s/saundte01.html,Ted Saunders,RW
831,62,1939-03-17,2002-02-11,2002,1971,57,1971,/players/s/schmacl01.html,Cliff Schmautz,RW
832,67,1934-08-18,2001-11-19,2002,1954,13,1957,/players/s/sleavjo01.html,John Sleaver,C
833,56,1945-11-10,2002-08-07,2002,1966,231,1981,/players/s/smithal03.html,Al Smith,G
834,83,1918-01-31,2001-12-14,2002,1940,15,1941,/players/t/tomsoja01.html,Jack Tomson,D
835,26,1975-05-21,2002-03-02,2002,1996,11,1997,/players/y/yegoral01.html,Alexei Yegorov,RW
836,74,1927-11-04,2002-09-19,2003,1950,3,1950,/players/a/arundjo01.html,John Arundel,D
837,54,1948-10-16,2003-05-06,2003,1969,302,1975,/players/a/atkinst01.html,Steve Atkinson,RW
838,49,1953-05-16,2002-09-20,2003,1981,6,1981,/players/a/augele01.html,Les Auge,D
839,82,1920-04-28,2003-02-08,2003,1947,24,1948,/players/b/bladeha01.html,Hank Blade,LW
840,87,1916-01-08,2003-05-27,2003,1936,353,1947,/players/c/colvima01.html,Mac Colville,RW/D
841,74,1928-02-16,2002-12-10,2003,1949,15,1949,/players/c/costele01.html,Les Costello,LW
842,78,1924-11-29,2003-05-26,2003,1947,32,1951,/players/d/dawesbo01.html,Bob Dawes,D/C
843,83,1918-12-19,2002-11-05,2003,1943,11,1943,/players/d/dheerma01.html,Marcel Dheere,LW
844,80,1922-11-22,2002-12-01,2003,1947,12,1947,/players/d/dickha01.html,Harry Dick,D
845,83,1918-12-05,2002-10-20,2003,1941,52,1947,/players/d/douglle01.html,Les Douglas,C
846,50,1951-12-12,2002-11-16,2003,1973,220,1979,/players/d/durbast01.html,Steve Durbano,D
847,89,1913-08-09,2003-06-02,2003,1941,6,1948,/players/f/fostehe01.html,Herb Foster,LW
848,77,1925-04-25,2003-01-05,2003,1944,44,1945,/players/h/harmsjo01.html,John Harms,RW
849,24,1979-05-02,2003-07-06,2003,2000,139,2003,/players/l/lyashro01.html,Roman Lyashenko,C
850,89,1914-04-11,2003-08-16,2003,1938,47,1943,/players/m/mancugu01.html,Gus Mancuso,RW
851,69,1932-12-08,2002-10-07,2003,1958,107,1965,/players/p/paillma01.html,Marcel Paille,G
852,76,1926-08-22,2002-12-08,2003,1944,5,1944,/players/p/prenter01.html,Eric Prentice,LW
853,82,1920-08-11,2002-10-06,2003,1941,425,1953,/players/r/raynech01.html,Chuck Rayner,G
854,50,1952-10-07,2002-10-08,2003,1973,556,1983,/players/r/richaja01.html,Jacques Richard,LW
855,73,1929-09-16,2003-01-13,2003,1953,13,1953,/players/s/senicge01.html,George Senick,LW
856,73,1929-05-04,2002-09-07,2003,1950,10,1950,/players/s/smithdo02.html,Don Smith,LW/C
857,79,1923-05-06,2002-11-19,2003,1942,809,1957,/players/w/watsoha02.html,Harry Watson,LW
858,85,1917-04-30,2002-12-24,2003,1941,18,1941,/players/w/wildear01.html,Arch Wilder,LW
859,83,1919-10-15,2002-11-05,2003,1954,3,1958,/players/w/wilsole01.html,Lefty Wilson,G
860,72,1931-05-29,2003-10-24,2004,1954,149,1958,/players/b/bailebo01.html,Bob Bailey,RW
861,80,1923-07-27,2004-01-15,2004,1951,1,1951,/players/b/barbean01.html,Andy Barbe,RW
862,86,1916-09-25,2003-09-13,2004,1943,58,1944,/players/b/boothge01.html,George Boothman,C/D
863,81,1922-01-22,2003-09-22,2004,1944,12,1945,/players/b/brennto01.html,Tom Brennan,RW
864,92,1911-04-21,2003-12-17,2004,1934,2,1934,/players/c/coultto01.html,Thomas Coulter,D
865,86,1918-08-05,2004-08-08,2004,1943,51,1944,/players/d/davidgo01.html,Gord Davidson,D
866,83,1920-10-23,2004-01-21,2004,1942,405,1955,/players/h/henryji01.html,Jim Henry,G
867,89,1914-07-09,2004-03-06,2004,1940,125,1943,/players/h/hergeph01.html,Phil Hergesheimer,RW
868,54,1950-01-26,2004-08-16,2004,1982,137,1983,/players/h/hlinkiv01.html,Ivan Hlinka,C
869,49,1954-03-19,2003-12-25,2004,1983,50,1983,/players/i/isaksul01.html,Ulf Isaksson,LW
870,90,1913-05-22,2004-03-22,2004,1935,180,1942,/players/k/kellype01.html,Pete Kelly,RW
871,88,1915-05-17,2004-02-24,2004,1938,380,1946,/players/l/liscoca01.html,Carl Liscombe,LW
872,56,1947-04-27,2003-12-15,2004,1970,589,1980,/players/m/magnuke01.html,Keith Magnuson,D
873,63,1940-06-19,2003-12-09,2004,1965,532,1975,/players/m/mccreke01.html,Keith McCreary,RW
874,80,1923-01-31,2003-10-14,2004,1943,67,1945,/players/m/mcleaja01.html,Jack McLean,C/RW
875,78,1926-04-17,2004-06-17,2004,1948,276,1957,/players/m/mcneige01.html,Gerry McNeil,G
876,78,1925-09-16,2004-04-15,2004,1950,17,1951,/players/m/milleja01.html,Jack Miller,C
877,71,1933-03-04,2004-05-02,2004,1952,1,1952,/players/p/poetato01.html,Tony Poeta,RW
878,79,1924-06-19,2003-11-20,2004,1951,17,1951,/players/r/reigled01.html,Ed Reigle,D
879,78,1925-07-11,2004-04-29,2004,1947,601,1958,/players/s/smithsi01.html,Sid Smith,LW
880,25,1978-02-23,2003-10-05,2004,2001,49,2003,/players/s/snydeda01.html,Dan Snyder,C
881,79,1925-07-23,2004-11-21,2005,1945,25,1945,/players/b/benneha01.html,Harvey Bennett,G
882,49,1955-10-17,2005-04-16,2005,1976,326,1983,/players/b/blighri01.html,Rick Blight,RW
883,82,1923-04-24,2005-07-01,2005,1944,667,1955,/players/b/bodnagu01.html,Gus Bodnar,C
884,82,1922-12-28,2005-04-24,2005,1949,2,1949,/players/b/buchabu01.html,Bucky Buchanan,C/RW
885,89,1915-09-02,2005-07-04,2005,1936,222,1943,/players/g/goupire01.html,Red Goupille,D
886,67,1938-03-31,2005-07-18,2005,1960,729,1972,/players/h/hickebi01.html,Bill Hicke,RW
887,95,1909-05-28,2005-04-27,2005,1929,490,1940,/players/h/hornere01.html,Red Horner,D
888,73,1931-07-22,2005-02-25,2005,1952,643,1962,/players/l/labinle01.html,Leo Labine,RW
889,88,1916-07-12,2005-06-20,2005,1937,3,1945,/players/l/leswipe01.html,Pete Leswick,W
890,77,1926-12-03,2004-11-10,2005,1948,2,1949,/players/m/mansora01.html,Ray Manson,LW
891,60,1945-06-07,2005-07-26,2005,1966,808,1977,/players/m/marotgi01.html,Gilles Marotte,D
892,80,1924-03-29,2005-02-09,2005,1949,23,1952,/players/m/mathefr01.html,Frank Mathers,D
893,81,1923-09-11,2005-02-07,2005,1943,12,1943,/players/m/mayersh01.html,Shep Mayer,RW
894,52,1952-07-28,2005-02-07,2005,1974,3,1974,/players/m/mccorde01.html,Dennis McCord,D
895,83,1921-07-31,2005-01-24,2005,1944,1,1944,/players/m/mohnsll01.html,Lloyd Mohns,D
896,96,1908-09-10,2004-12-24,2005,1927,71,1938,/players/p/palanpe01.html,Pete Palangio,LW
897,87,1917-05-10,2005-03-30,2005,1943,17,1943,/players/p/phillch01.html,Charlie Phillips,D
898,80,1924-02-10,2005-01-04,2005,1943,311,1950,/players/p/poilebu01.html,Bud Poile,RW
899,83,1922-04-10,2005-07-09,2005,1947,1,1947,/players/r/readme01.html,Mel Read,C
900,86,1918-08-21,2004-09-23,2005,1944,479,1953,/players/r/reaybi01.html,Billy Reay,C
901,81,1923-11-30,2005-07-28,2005,1948,5,1948,/players/r/rowero01.html,Ron Rowe,C/LW
902,62,1942-01-05,2004-10-02,2005,1968,82,1970,/players/r/rutlewa01.html,Wayne Rutledge,G
903,80,1924-11-11,2004-11-15,2005,1943,45,1943,/players/s/schmija01.html,Jackie Schmidt,LW
904,85,1919-04-08,2005-03-12,2005,1944,8,1944,/players/s/sherrgo01.html,Gordon Sherritt,D
905,91,1914-05-19,2005-07-09,2005,1936,324,1946,/players/s/shibial01.html,Alex Shibicky,RW
906,58,1946-01-28,2004-09-02,2005,1969,343,1982,/players/s/shmyrpa01.html,Paul Shmyr,D
907,86,1918-05-29,2005-04-18,2005,1943,8,1943,/players/s/smartal01.html,Alex Smart,LW
908,71,1934-01-31,2005-02-07,2005,1956,478,1963,/players/t/turnebo01.html,Bob Turner,D
909,31,1972-12-02,2004-11-03,2005,1993,588,2004,/players/z/zholtse01.html,Sergei Zholtok,C
910,80,1926-03-23,2006-07-02,2006,1948,2,1948,/players/a/anslohu01.html,Hub Anslow,C
911,77,1928-12-01,2006-06-14,2006,1950,44,1950,/players/b/bettisa01.html,Sam Bettio,LW
912,81,1924-01-08,2005-12-07,2006,1945,49,1945,/players/c/cupolbi01.html,Bill Cupolo,RW
913,92,1913-12-06,2006-04-14,2006,1942,31,1942,/players/d/damebu01.html,Bunny Dame,LW
914,28,1977-06-30,2006-03-16,2006,1999,1,1999,/players/d/delisjo01.html,Jonathan Delisle,RW
915,62,1943-12-24,2006-04-01,2006,1969,4,1969,/players/d/dineega01.html,Gary Dineen,C
916,73,1932-11-03,2006-03-21,2006,1958,429,1971,/players/e/ehmange01.html,Gerry Ehman,RW
917,75,1931-02-16,2006-03-11,2006,1951,883,1968,/players/g/geoffbe01.html,Bernie Geoffrion,RW
918,70,1935-04-05,2005-11-19,2006,1959,198,1968,/players/h/hannajo01.html,John Hanna,D
919,79,1927-05-27,2006-08-27,2006,1954,41,1955,/players/h/hildeik01.html,Ike Hildebrand,RW
920,90,1915-05-11,2005-11-12,2006,1938,382,1946,/players/h/hilledu01.html,Dutch Hiller,LW
921,85,1920-07-30,2006-04-20,2006,1942,58,1947,/players/j/johnsge01.html,George Johnston,RW
922,67,1938-08-08,2005-11-29,2006,1959,1,1959,/players/k/keenado01.html,Don Keenan,G
923,83,1922-11-06,2006-02-03,2006,1947,566,1956,/players/k/klukajo01.html,Joe Klukay,LW
924,32,1972-12-28,2005-10-02,2006,1993,17,1994,/players/l/leveqgu01.html,Guy Leveque,C
925,53,1952-04-25,2006-03-26,2006,1974,90,1977,/players/m/martido01.html,Don Martineau,RW
926,89,1916-11-21,2006-01-08,2006,1940,66,1945,/players/m/mcdonbu02.html,Butch McDonald,LW/C
927,82,1923-05-04,2006-03-14,2006,1948,5,1948,/players/m/michaar01.html,Art Michaluk,D
928,83,1922-07-13,2006-01-05,2006,1942,694,1958,/players/m/mosdeke01.html,Ken Mosdell,C
929,82,1923-02-24,2005-10-02,2006,1947,4,1947,/players/p/pargege01.html,George Pargeter,LW
930,38,1967-01-29,2006-01-13,2006,1991,121,1996,/players/p/potvima01.html,Marc Potvin,RW
931,63,1942-08-12,2006-02-02,2006,1964,1,1964,/players/r/rupppa01.html,Pat Rupp,G
932,72,1933-07-17,2006-07-08,2006,1955,1,1955,/players/t/tealsk01.html,Skip Teal,C
933,28,1977-07-23,2005-11-30,2006,2000,1,2000,/players/y/youngbj01.html,B.J. Young,RW
934,89,1917-05-11,2007-05-08,2007,1952,3,1952,/players/a/ailsbll01.html,Lloyd Ailsby,D
935,84,1922-11-02,2007-07-10,2007,1946,24,1948,/players/b/baldwdo01.html,Doug Baldwin,D
936,68,1938-08-02,2007-05-29,2007,1960,777,1973,/players/b/balonda01.html,Dave Balon,LW
937,66,1940-07-21,2006-10-16,2007,1967,35,1969,/players/b/baumaga01.html,Garry Bauman,G
938,78,1928-07-23,2006-12-14,2007,1949,1,1949,/players/b/blairch01.html,Chuck Blair,RW
939,76,1930-07-29,2006-09-16,2007,1950,1,1950,/players/b/bradlba01.html,Bart Bradley,C
940,94,1912-11-28,2007-01-27,2007,1945,3,1945,/players/b/brettjo01.html,Joe Bretto,D
941,57,1949-06-29,2006-10-13,2007,1975,6,1975,/players/b/buhrdo01.html,Doug Buhr,LW
942,54,1952-03-29,2006-12-25,2007,1973,43,1978,/players/b/byersje01.html,Jerry Byers,LW
943,96,1910-07-02,2007-06-09,2007,1934,580,1946,/players/c/carrlo01.html,Lorne Carr,RW
944,85,1921-02-08,2006-09-07,2007,1949,1,1949,/players/c/colvile01.html,Les Colvin,G
945,88,1918-11-15,2006-12-12,2007,1943,30,1951,/players/c/coppbo01.html,Bobby Copp,D
946,81,1925-08-11,2006-09-16,2007,1948,601,1958,/players/c/curryfl01.html,Floyd Curry,RW
947,80,1926-04-12,2006-12-16,2007,1947,357,1956,/players/d/dewsbal01.html,Al Dewsbury,D
948,44,1962-07-11,2007-04-16,2007,1982,1028,1995,/players/d/duchega01.html,Gaetan Duchesne,LW
949,68,1938-09-05,2007-07-14,2007,1964,500,1971,/players/f/fergujo01.html,John Ferguson,LW
950,78,1928-12-05,2007-01-12,2007,1950,5,1952,/players/f/frydabo01.html,Bob Fryday,RW
951,64,1942-10-08,2006-11-06,2007,1966,66,1972,/players/g/gardnge01.html,George Gardner,G
952,89,1917-09-14,2006-12-27,2007,1939,135,1942,/players/g/giesegu01.html,Gus Giesebrecht,C
953,86,1921-01-02,2007-03-09,2007,1943,453,1951,/players/h/harmogl01.html,Glen Harmon,D
954,90,1916-07-24,2007-01-16,2007,1942,85,1944,/players/h/heffege01.html,Gerry Heffernan,RW
955,94,1912-09-26,2006-10-04,2007,1938,33,1944,/players/h/heylivi01.html,Vic Heyliger,C
956,89,1918-08-17,2007-08-23,2007,1939,50,1943,/players/j/jonesbu01.html,Buck Jones,D
957,64,1942-01-24,2006-09-26,2007,1965,53,1965,/players/k/knibbbi01.html,Bill Knibbs,C
958,81,1925-11-14,2007-04-29,2007,1949,237,1953,/players/k/kryzaed01.html,Ed Kryzanowski,D
959,42,1964-04-03,2006-12-09,2007,1992,215,1995,/players/l/lomakan01.html,Andrei Lomakin,RW
960,48,1959-04-04,2007-07-18,2007,1980,293,1986,/players/l/lupulga01.html,Gary Lupul,C/LW
961,73,1933-05-01,2007-02-18,2007,1953,282,1958,/players/m/martifr01.html,Frank Martin,D
962,71,1936-01-26,2007-08-31,2007,1957,257,1964,/players/m/mcneibi01.html,Billy McNeill,RW
963,57,1949-08-27,2007-06-04,2007,1970,125,1972,/players/o/odonodo01.html,Don O'Donoghue,RW
964,88,1918-07-25,2007-05-12,2007,1944,35,1944,/players/p/palazal01.html,Aldo Palazzari,RW
965,84,1922-10-02,2006-10-11,2007,1946,574,1954,/players/p/peterji01.html,Jimmy Peters,RW
966,58,1948-06-01,2006-12-30,2007,1971,298,1982,/players/p/plassmi01.html,Michel Plasse,G
967,76,1930-07-21,2007-01-03,2007,1954,409,1959,/players/r/reibedu01.html,Dutch Reibel,C
968,78,1928-08-10,2007-01-06,2007,1951,23,1951,/players/r/robercl01.html,Claude Robert,LW
969,68,1939-04-03,2007-08-28,2007,1966,79,1971,/players/s/slyda01.html,Darryl Sly,D
970,67,1938-12-18,2006-10-13,2007,1968,90,1969,/players/s/szurajo01.html,Joe Szura,C
971,82,1924-07-16,2007-01-08,2007,1943,1,1943,/players/t/tatchsp01.html,Spence Tatchell,D
972,77,1929-05-14,2007-01-26,2007,1953,860,1974,/players/w/worslgu01.html,Gump Worsley,G
973,59,1947-10-23,2007-08-02,2007,1969,26,1971,/players/w/worthch01.html,Chris Worthy,G
974,87,1920-02-26,2007-03-04,2007,1941,28,1942,/players/w/wychera01.html,Ralph Wycherley,LW
975,53,1955-07-31,2008-08-12,2008,1980,9,1980,/players/b/bilodgi01.html,Gilles Bilodeau,LW
976,81,1927-03-31,2008-06-12,2008,1950,113,1951,/players/b/blackst01.html,Steve Black,LW
977,21,1987-02-16,2008-05-29,2008,2007,36,2008,/players/b/bourdlu01.html,Luc Bourdon,D
978,77,1930-07-20,2007-12-20,2008,1952,95,1960,/players/d/davislo01.html,Lorne Davis,RW
979,56,1951-10-11,2008-06-12,2008,1983,193,1985,/players/d/dvorami01.html,Miroslav Dvorak,D
980,90,1918-04-25,2008-06-03,2008,1940,552,1951,/players/e/eganpa01.html,Pat Egan,D
981,77,1930-05-26,2008-03-28,2008,1950,422,1959,/players/f/fergulo01.html,Lorne Ferguson,LW
982,94,1914-04-03,2008-06-15,2008,1936,397,1945,/players/g/getlira01.html,Ray Getliffe,C/LW
983,55,1953-05-09,2008-05-25,2008,1974,9,1975,/players/g/greigbr01.html,Bruce Greig,LW
984,71,1936-03-05,2007-12-11,2008,1960,182,1969,/players/h/hannipa01.html,Pat Hannigan,LW
985,57,1950-04-02,2007-11-25,2008,1971,407,1977,/players/h/harvebu01.html,Buster Harvey,RW
986,79,1928-02-18,2007-11-21,2008,1948,978,1965,/players/j/johnsto01.html,Tom Johnson,D
987,87,1920-10-29,2008-02-17,2008,1941,398,1952,/players/j/juzdabi01.html,Bill Juzda,D
988,68,1939-06-11,2008-05-21,2008,1968,5,1968,/players/l/lanyote01.html,Ted Lanyon,D
989,87,1921-04-13,2008-05-27,2008,1942,30,1947,/players/m/maceyhu01.html,Hub Macey,LW
990,83,1924-06-21,2007-09-02,2008,1948,128,1950,/players/m/mcnabma01.html,Max McNab,C
991,91,1916-01-10,2007-11-16,2008,1940,170,1949,/players/m/metzdo01.html,Don Metz,RW
992,90,1918-04-10,2008-07-16,2008,1941,21,1942,/players/o/oflahpe01.html,Peanuts O'Flaherty,RW
993,86,1921-04-01,2008-03-15,2008,1941,353,1950,/players/r/reardke01.html,Ken Reardon,D
994,86,1922-03-07,2008-07-18,2008,1945,1,1945,/players/r/ritsoal01.html,Alex Ritson,C
995,85,1922-04-24,2007-09-18,2008,1947,3,1947,/players/s/simonth01.html,Thain Simon,D
996,90,1917-08-13,2007-11-26,2008,1940,9,1941,/players/s/smithst01.html,Stan Smith,C
997,82,1924-11-17,2007-10-03,2008,1943,14,1944,/players/w/warwibi01.html,Billy Warwick,LW
998,79,1927-12-13,2007-09-30,2008,1945,1,1945,/players/w/whartle01.html,Len Wharton,D
999,76,1932-12-06,2009-05-29,2009,1955,157,1968,/players/b/basseha01.html,Hank Bassen,G
1000,83,1925-10-31,2009-08-27,2009,1947,1,1947,/players/b/bellha01.html,Huddy Bell,RW/D
1001,94,1914-08-16,2008-11-26,2009,1936,12,1936,/players/b/blakebo01.html,Bob Blake,LW
1002,90,1918-05-22,2009-05-11,2009,1944,27,1945,/players/c/checklu01.html,Lude Check,LW
1003,80,1929-03-13,2009-05-28,2009,1949,16,1949,/players/d/dorohed01.html,Eddie Dorohoy,C/LW
1004,73,1936-02-06,2009-04-12,2009,1963,428,1969,/players/d/douglke01.html,Kent Douglas,D
1005,79,1929-05-01,2009-02-03,2009,1952,59,1954,/players/f/finnesi01.html,Sid Finney,C
1006,73,1936-04-21,2009-07-11,2009,1960,749,1971,/players/f/flemire01.html,Reggie Fleming,D/LW
1007,74,1934-03-06,2008-10-08,2009,1958,383,1968,/players/g/goegape01.html,Pete Goegan,D
1008,90,1918-10-29,2008-12-14,2009,1940,202,1946,/players/g/golduha01.html,Hank Goldup,LW
1009,82,1925-12-09,2008-11-24,2009,1943,519,1952,/players/g/guidobe01.html,Bep Guidolin,LW
1010,86,1923-06-15,2009-08-29,2009,1945,426,1952,/players/h/horecpe01.html,Pete Horeck,LW
1011,83,1925-12-12,2009-08-14,2009,1943,696,1957,/players/k/kennete01.html,Ted Kennedy,C
1012,75,1933-04-02,2008-09-26,2009,1953,4,1954,/players/k/kukulag01.html,Aggie Kukulowicz,C
1013,60,1947-10-30,2008-09-15,2009,1968,218,1972,/players/l/lawsoda01.html,Danny Lawson,RW
1014,83,1925-09-04,2008-10-08,2009,1952,3,1952,/players/m/maloncl01.html,Cliff Malone,RW
1015,64,1943-12-09,2008-11-30,2009,1962,1101,1979,/players/m/martipi01.html,Pit Martin,C
1016,59,1948-12-24,2008-11-12,2009,1971,115,1972,/players/m/morrige01.html,George Morrison,LW
1017,91,1917-09-15,2009-03-01,2009,1940,234,1947,/players/p/pikeal01.html,Alf Pike,LW/C
1018,49,1960-02-14,2009-03-21,2009,1982,468,1992,/players/p/podduwa01.html,Walt Poddubny,LW
1019,78,1930-08-09,2009-03-09,2009,1957,280,1961,/players/r/reganla01.html,Larry Regan,RW
1020,95,1913-12-12,2009-05-19,2009,1937,483,1947,/players/s/smithcl01.html,Clint Smith,C
1021,79,1929-06-16,2009-04-05,2009,1950,8,1956,/players/s/sullifr01.html,Frank Sullivan,D
1022,47,1962-06-01,2009-07-06,2009,1987,9,1988,/players/t/talakro01.html,Ron Talakoski,RW
1023,82,1926-08-05,2009-01-02,2009,1948,14,1948,/players/t/thomacy01.html,Cy Thomas,W
1024,44,1965-04-22,2009-05-26,2009,1985,873,1999,/players/z/zezelpe01.html,Peter Zezel,C
1025,49,1960-09-21,2010-06-29,2010,1983,1,1983,/players/b/barnebl01.html,Blair Barnes,RW
1026,80,1929-09-15,2010-07-09,2010,1951,2,1951,/players/b/blairdu01.html,Dusty Blair,C
1027,79,1930-07-27,2010-02-10,2010,1958,80,1962,/players/b/bownaja01.html,Jack Bownass,D
1028,94,1915-08-30,2009-12-19,2010,1944,17,1945,/players/b/bukovto01.html,Tony Bukovich,LW/C
1029,86,1923-06-04,2009-12-31,2010,1944,42,1949,/players/c/campeto01.html,Tod Campeau,C
1030,72,1938-01-25,2010-08-21,2010,1960,226,1970,/players/e/erickau01.html,Aut Erickson,D
1031,99,1911-01-29,2010-03-11,2010,1932,59,1933,/players/h/holmelo01.html,Lou Holmes,C/LW
1032,52,1958-01-15,2010-06-28,2010,1979,655,1988,/players/h/huberwi01.html,Willie Huber,D
1033,78,1931-06-27,2010-03-21,2010,1951,131,1955,/players/j/jankolo01.html,Lou Jankowski,C/RW
1034,83,1926-04-07,2009-12-31,2010,1944,42,1945,/players/j/johnsro01.html,Ross Johnstone,D
1035,93,1916-06-23,2009-10-18,2010,1943,1,1943,/players/l/laforer01.html,Ernie Laforce,D
1036,75,1934-11-24,2010-08-18,2010,1954,151,1958,/players/l/lalanhe01.html,Hec Lalande,C
1037,89,1921-06-28,2010-08-25,2010,1947,13,1947,/players/m/mcateno01.html,Norm McAtee,C
1038,45,1965-02-09,2010-05-22,2010,1990,54,1993,/players/m/mongemi01.html,Michel Mongeau,C
1039,62,1947-05-28,2010-01-18,2010,1971,134,1973,/players/o/osheake01.html,Kevin O'Shea,RW
1040,45,1965-06-05,2010-07-05,2010,1986,935,2002,/players/p/probebo01.html,Bob Probert,LW
1041,62,1947-01-01,2009-11-19,2010,1970,7,1972,/players/s/stanfji01.html,Jim Stanfield,C/RW
1042,65,1945-01-29,2010-06-22,2010,1972,328,1981,/players/s/stephwa01.html,Wayne Stephenson,G
1043,83,1926-03-28,2009-11-16,2010,1947,66,1952,/players/t/tayloha01.html,Harry Taylor,C
1044,43,1966-01-08,2009-10-30,2010,1991,4,1991,/players/v/vyazmig01.html,Igor Vyazmikin,W
1045,94,1916-01-01,2010-12-08,2011,1938,270,1946,/players/a/armstmu01.html,Murray Armstrong,C
1046,35,1976-07-03,2011-08-31,2011,1997,549,2011,/players/b/belakwa01.html,Wade Belak,RW
1047,28,1982-06-23,2011-05-13,2011,2006,277,2011,/players/b/boogade01.html,Derek Boogaard,LW
1048,64,1946-09-11,2010-09-16,2011,1968,166,1972,/players/b/byersmi01.html,Mike Byers,RW
1049,28,1982-03-24,2011-01-06,2011,2008,18,2009,/players/c/cavanto01.html,Tom Cavanagh,LW
1050,54,1956-08-15,2011-04-29,2011,1978,1,1978,/players/c/cunniji01.html,Jim Cunningham,LW
1051,67,1943-08-16,2011-03-10,2011,1970,364,1974,/players/h/harbani01.html,Nick Harbaruk,RW
1052,81,1929-03-26,2010-12-30,2011,1950,126,1955,/players/h/hassabo01.html,Bob Hassard,C
1053,51,1959-04-08,2011-01-25,2011,1985,14,1985,/players/j/javanar01.html,Arto Javanainen,RW
1054,71,1939-12-10,2011-07-11,2011,1970,3,1970,/players/j/jirikja01.html,Jaroslav Jirik,LW
1055,84,1926-09-28,2011-01-17,2011,1951,50,1951,/players/k/kaiseve01.html,Vern Kaiser,LW
1056,61,1950-01-18,2011-03-19,2011,1972,227,1975,/players/l/lafrape01.html,Pete Laframboise,LW/C
1057,93,1917-11-04,2010-11-29,2011,1939,137,1942,/players/l/langepe01.html,Pete Langelle,C
