,age,birth date,death date,experience,games,name
1725,,,,7,480,Paul Griffin
1726,,,,1,15,Lars Hansen
1727,39.0,1954-06-30,1993-11-28,4,103,Bubbles Hawkins
1728,,,,1,32,Mo Howard
1729,62.0,1954-02-10,2016-08-03,2,143,Abdul Jeelani
1730,52.0,1954-09-18,2007-02-22,14,1100,Dennis Johnson
1731,,,,1,4,Larry Johnson
1732,,,,2,75,Robin Jones
1733,,,,1,71,Charles Jordan
1734,,,,9,510,Mitch Kupchak
1735,,,,1,10,Rich Laurel
1736,,,,1,60,Ricky Marsh
1737,,,,7,355,Scott May
1738,,,,1,20,Larry Moffett
1739,,,,1,3,Myles Patrick
1740,,,,3,197,Cliff Pondexter
1741,,,,1,39,Tom Scheffler
1742,,,,2,106,Steve Sheppard
1743,,,,1,17,Keith Starr
1744,,,,2,127,Ira Terrell
1745,,,,9,592,David Thompson
1746,,,,8,565,Wally Walker
1747,,,,7,536,Bob Wilkerson
1748,58.0,1954-10-14,2013-03-22,10,655,Ray Williams
1749,,,,6,343,Larry Wright
1750,,,,1,21,Kim Anderson
1751,,,,2,92,Tate Armstrong
1752,61.0,1955-01-29,2016-11-09,11,802,Greg Ballard
1753,,,,2,98,Tom Barker
1754,,,,5,204,Mel Bennett
1755,,,,12,696,Otis Birdsong
1756,,,,9,586,Mike Bratz
1757,,,,8,501,Ron Brewer
1758,56.0,1955-02-19,2011-09-14,1,2,Lewis Brown
1759,,,,10,674,Kenny Carr
1760,53.0,1955-03-21,2008-12-22,2,27,Norm Cook
1761,,,,2,93,Hollis Copeland
1762,,,,1,7,Chubby Cox
1763,,,,2,74,Wesley Cox
1764,46.0,1955-07-04,2002-01-07,5,82,Geoff Crompton
1765,,,,15,961,Brad Davis
1766,,,,10,750,Johnny Davis
1767,,,,14,993,T.R. Dunn
1768,,,,19,1168,James Edwards
1769,,,,3,141,Bob Elliott
1770,57.0,1955-11-11,2012-12-24,1,36,Earl Evans
1771,,,,9,591,Mike Evans
1772,,,,10,593,Mike Glenn
1773,53.0,1955-08-30,2009-04-27,6,435,Glen Gondrezick
1774,,,,9,693,Ernie Grunfeld
1775,,,,1,4,Glenn Hagan
1776,,,,6,292,Joe Hassett
1777,,,,5,212,Steve Hayes
1778,,,,3,216,Kenny Higgs
1779,,,,1,25,Essie Hollis
1780,,,,10,675,Eddie Johnson
1781,,,,7,420,Eddie Jordan
1782,,,,4,283,Toby Knight
1783,,,,5,328,Joel Kramer
1784,,,,3,135,John Kuester
1785,,,,6,312,Tom LaGarde
1786,,,,7,437,Mark Landsberger
1787,,,,1,2,Rock Lee
1788,60.0,1955-03-23,2015-09-13,21,1455,Moses Malone
1789,,,,11,835,Cedric Maxwell
1790,,,,7,476,Billy McKinney
1791,,,,6,426,Eric Money
1792,,,,2,32,Glenn Mosley
1793,,,,1,44,Mike Niles
1794,,,,10,768,Norm Nixon
1795,,,,2,102,Frank Oleynick
1796,,,,2,35,John Olive
1797,,,,6,452,Sonny Parker
1798,,,,10,718,Ben Poquette
1799,,,,2,77,Marlon Redmond
1800,,,,13,919,Robert Reid
1801,,,,8,556,Micheal Ray Richardson
1802,41.0,1955-04-15,1997-03-29,5,213,Anthony Roberts
1803,,,,3,22,Jackie Robinson
1804,,,,18,1156,Tree Rollins
1805,,,,1,58,John Rudd
1806,,,,8,627,Alvin Scott
1807,62.0,1955-10-19,2018-07-08,10,673,Lonnie Shelton
1808,,,,14,1107,Jack Sikma
1809,,,,1,12,Scott Sims
1810,,,,7,229,Robert Smith
1811,,,,2,46,Sam Smith
1812,,,,12,935,Mychal Thompson
1813,,,,3,154,Raymond Townsend
1814,,,,1,11,Brett Vroman
1815,,,,2,81,Andre Wakefield
1816,,,,1,40,Andy Walker
1817,,,,6,351,Richard Washington
1818,,,,2,100,Wilson Washington
1819,,,,6,454,Jeff Wilkins
1820,,,,1,16,Bubba Wilson
1821,,,,1,2,Skip Wise
1822,,,,4,187,Billy Ray Bates
1823,,,,2,58,Dave Batton
1824,,,,2,69,Del Beshore
1825,,,,13,897,Larry Bird
1826,,,,1,13,Lawrence Boston
1827,,,,1,12,Greg Bunch
1828,,,,4,263,Marty Byrnes
1829,,,,2,59,Ron Carter
1830,,,,15,1101,Maurice Cheeks
1831,,,,8,518,Jeff Cook
1832,,,,12,873,Michael Cooper
1833,,,,14,984,Wayne Cooper
1834,,,,13,891,Dave Corzine
1835,55.0,1956-07-11,2012-06-26,12,683,Pat Cummings
1836,,,,15,955,Adrian Dantley
1837,,,,2,44,Harry Davis
1838,,,,1,8,Mike Davis
1839,,,,2,67,John Douglas
1840,,,,4,143,Terry Duerod
1841,,,,1,13,Ray Epps
1842,,,,7,482,Phil Ford
1843,,,,4,166,Calvin Garrett
1844,,,,2,156,Jack Givens
1845,59.0,1956-04-08,2015-09-25,1,59,Tommie Green
1846,,,,4,249,James Hardy
1847,,,,13,871,Gerald Henderson
1848,,,,3,124,Keith Herron
1849,,,,3,93,Brad Holland
1850,,,,1,14,Otis Howard
1851,,,,10,665,Phil Hubbard
1852,,,,7,531,Marc Iavaroni
1853,,,,3,80,Clay Johnson
1854,,,,10,761,Clemon Johnson
1855,,,,8,464,George Johnson
1856,,,,11,691,Marques Johnson
1857,,,,13,984,Vinnie Johnson
1858,,,,6,363,Edgar Jones
1859,,,,1,30,Walter Jordan
1860,,,,5,272,Jeff Judkins
1861,,,,1,2,Carl Kilpatrick
1862,,,,14,874,Bernard King
1863,,,,1,8,Arvid Kramer
1864,,,,2,96,Butch Lee
1865,,,,14,893,John Long
1866,50.0,1956-07-21,2007-04-13,1,39,Steve Malovic
1867,,,,1,8,John McCullough
1868,,,,1,2,Bob Miller
1869,55.0,1956-01-01,2011-06-09,10,759,Mike Mitchell
1870,,,,12,946,Mark Olberding
1871,,,,6,345,Roger Phegley
1872,,,,3,96,Stan Pietkiewicz
1873,,,,1,52,Wayne Radford
1874,,,,2,83,Ed Rains
1875,,,,8,586,Clint Richardson
1876,,,,2,75,Tony Robertson
1877,,,,8,493,Rick Robey
1878,,,,10,598,Jerry Sichting
1879,32.0,1956-06-22,1989-03-12,3,94,Carlos Terry
1880,,,,1,23,Bernard Toone
1881,,,,11,871,Terry Tyler
1882,,,,1,40,Phil Walker
1883,56.0,1956-09-30,2012-12-20,11,679,Jerome Whitehead
1884,,,,1,77,Duck Williams
1885,,,,6,323,Freeman Williams
1886,,,,2,66,Rick Wilson
1887,,,,9,595,James Bailey
1888,,,,1,3,Norman Black
1889,,,,3,177,Winford Boynes
1890,,,,9,600,Dudley Bradley
1891,42.0,1957-10-10,1999-12-24,2,135,Reggie Carter
1892,,,,15,963,Bill Cartwright
1893,,,,3,24,Joe Cooper
1894,,,,1,4,Terry Crosby
1895,,,,12,674,Earl Cureton
1896,58.0,1957-01-11,2015-08-27,14,726,Darryl Dawkins
1897,,,,1,57,Paul Dawkins
1898,,,,1,7,Greg Deane
1899,,,,3,206,Larry Demic
1900,,,,14,957,James Donaldson
1901,,,,11,875,Mark Eaton
1902,,,,1,53,Bruce Flowers
1903,,,,1,78,Gary Garland
1904,,,,12,823,Dave Greenwood
1905,,,,2,73,Roy Hamilton
1906,,,,10,748,Bill Hanzlik
1907,,,,2,60,Alan Hardy
1908,,,,2,123,Mike Harper
1909,30.0,1957-04-25,1987-06-13,4,274,Johnny High
1910,,,,2,145,Cedrick Hordges
1911,,,,8,496,Geoff Huston
1912,,,,1,9,Cheese Johnson
1913,,,,1,12,Lee Johnson
1914,,,,4,305,Reggie Johnson
1915,,,,10,626,Steve Johnson
1916,,,,15,726,Charles Jones
1917,,,,1,1,Yvon Joseph
1918,,,,6,305,Greg Kelser
1919,,,,6,438,Reggie King
1920,,,,1,25,Wayne Kreklow
1921,,,,14,1068,Bill Laimbeer
1922,,,,10,700,Allen Leavell
1923,,,,3,128,Ollie Mack
1924,,,,7,551,Kyle Macy
1925,,,,1,7,Bill Mayfield
1926,,,,1,2,Keith McCord
1927,,,,13,971,Kevin McHale
1928,,,,12,694,Paul Mokeski
1929,,,,11,767,Sidney Moncrief
1930,,,,3,112,Lowes Moore
1931,,,,11,599,Calvin Natt
1932,,,,1,17,Sylvester Norris
1933,,,,10,329,Jawann Oldham
1934,,,,11,784,Jim Paxson
1935,,,,1,52,Wiley Peck
1936,,,,1,5,Tony Price
1937,,,,3,103,James Ray
1938,,,,1,59,Billy Reid
1939,,,,2,69,Frankie Sanders
1940,,,,2,59,Craig Shelton
1941,,,,12,842,Purvis Short
1942,,,,5,259,Jim Spanarkel
1943,,,,1,9,John Stroud
1944,,,,13,1026,Reggie Theus
1945,,,,8,468,Andrew Toney
1946,,,,1,24,Ronnie Valentine
1947,,,,2,70,Hawkeye Whitney
1948,,,,2,94,Michael Wiley
1949,,,,1,44,Rickey Williams
1950,,,,8,488,Bill Willoughby
1951,,,,1,8,Tony Zeno
1952,,,,1,22,Darrell Allums
1953,,,,10,664,Ron Anderson
1954,,,,1,1,Carl Bailey
1955,,,,1,49,Ray Blume
1956,,,,2,72,Brad Branson
1957,,,,1,2,Dave Britton
1958,,,,2,121,Jim Brogan
1959,58.0,1958-08-17,2016-08-22,6,319,Michael Brooks
1960,,,,5,340,Rickey Brown
1961,,,,1,6,Roger Burkman
1962,,,,1,9,David Burns
1963,,,,10,705,Joe Barry Carroll
1964,,,,6,361,Butch Carter
1965,,,,2,78,Bobby Cattage
1966,,,,6,303,Don Collins
1967,,,,8,612,Darwin Cook
1968,,,,1,3,Ron Crevier
1969,,,,8,415,Charles Davis
1970,54.0,1958-07-26,2013-06-04,1,2,Monti Davis
1971,,,,3,95,Kenny Dennard
1972,,,,1,33,Mickey Dillard
1973,,,,10,714,Larry Drew
1974,,,,3,201,John Duren
1975,,,,1,15,Tony Fuller
1976,,,,2,25,Claude Gregory
1977,,,,10,765,Darrell Griffith
1978,,,,4,150,Petur Gudmundsson
1979,,,,1,2,Tony Jackson
1980,,,,10,596,Frank Johnson
1981,35.0,1958-05-22,1994-04-03,1,41,Chad Kinch
1982,,,,2,10,Steve Lingenfelter
1983,,,,16,953,Alton Lister
1984,,,,3,160,Rudy Macklin
1985,,,,18,1117,Rick Mahorn
1986,55.0,1958-04-26,2014-01-11,1,8,Dick Miller
1987,,,,9,520,Johnny Moore
1988,,,,2,136,Perry Moss
1989,,,,3,49,Kenny Natt
1990,,,,3,156,Carl Nicks
1991,,,,8,564,Kurt Nimphius
1992,,,,8,407,Mike O'Koren
1993,,,,8,569,Louis Orr
1994,,,,4,234,Charles Pittman
1995,,,,11,724,Paul Pressey
1996,,,,14,880,Kurt Rambis
1997,,,,1,25,Wally Rank
1998,,,,6,474,Kelvin Ransey
1999,,,,1,81,Wayne Robinson
2000,,,,5,291,Lorenzo Romar
2001,,,,8,332,Jeff Ruland
2002,,,,3,49,DeWayne Scales
2003,,,,2,76,Jim Smith
2004,,,,13,883,Larry Smith
2005,,,,12,836,Rory Sparrow
2006,,,,2,46,John Stroeder
2007,,,,5,261,Ray Tolbert
2008,,,,13,810,Kiki Vandeweghe
2009,,,,7,510,Danny Vranes
2010,,,,3,114,James Wilkes
2011,,,,18,1102,Herb Williams
2012,,,,7,305,Sly Williams
2013,,,,6,417,Al Wood
2014,,,,11,786,Mike Woodson
2015,,,,2,69,Sam Worthen
2016,,,,1,10,Rich Yonakor
2017,,,,13,923,Mark Aguirre
2018,,,,14,1042,Danny Ainge
2019,,,,1,74,Chuck Aleksinas
2020,,,,6,468,Gene Banks
2021,,,,13,980,Rolando Blackman
2022,,,,1,39,Alex Bradley
2023,,,,3,110,Charles Bradley
2024,,,,12,731,Frank Brickowski
2025,,,,3,102,Wallace Bryant
2026,,,,5,188,Rick Carlisle
2027,,,,2,58,Ron Cavenall
2028,,,,16,1107,Tom Chambers
2029,,,,12,687,Lester Conner
2030,,,,1,32,Craig Dykema
2031,,,,4,168,Jerry Eaves
2032,,,,7,296,Franklin Edwards
2033,,,,5,195,Chris Engler
2034,,,,1,33,John Garris
2035,,,,14,938,Mike Gminski
2036,,,,1,7,Ken Green
2037,,,,2,7,Jerome Henderson
2038,,,,3,129,Tracy Jackson
2039,,,,17,1199,Eddie Johnson
2040,,,,13,906,Magic Johnson
2041,,,,2,13,Hutch Jones
2042,,,,2,51,Clarence Kea
2043,,,,9,534,Albert King
2044,,,,6,291,Jeff Lamp
2045,,,,6,250,Ronnie Lester
2046,,,,7,388,Lewis Lloyd
2047,,,,3,148,Kevin Loder
2048,,,,1,14,Dave Magley
2049,,,,9,465,Wes Matthews
2050,,,,6,206,Hank McDowell
2051,,,,9,520,Mike McGee
2052,,,,6,243,Kevin McKenna
2053,,,,8,278,Mark McNamara
2054,,,,13,920,Larry Nance
2055,,,,9,155,Chuck Nevitt
2056,,,,16,969,Ricky Pierce
2057,,,,2,97,Mark Radford
2058,,,,1,2,Derrick Rowland
2059,,,,18,1138,Danny Schayes
2060,,,,1,64,Ed Sherod
2061,,,,5,169,Larry Spriggs
2062,,,,5,238,Brook Steppe
2063,,,,3,60,Linton Townes
2064,,,,10,707,Kelly Tripucka
2065,,,,11,756,Trent Tucker
2066,,,,8,505,Elston Turner
2067,,,,9,620,Darnell Valentine
2068,,,,6,282,Pete Verhoeven
2069,,,,9,576,Jay Vincent
2070,,,,4,169,Bryan Warrick
2071,,,,2,87,Clinton Wheeler
2072,,,,5,324,Rory White
2073,,,,6,389,Mitchell Wiggins
2074,,,,4,257,Sam Williams
2075,,,,3,32,Michael Wilson
2076,,,,9,543,Randy Wittman
2077,,,,1,46,Garry Witts
2078,,,,1,42,Howard Wood
2079,52.0,1959-12-16,2012-05-31,13,851,Orlando Woolridge
2080,,,,1,5,Dwight Anderson
2081,,,,3,157,J.J. Anderson
2082,,,,6,407,Richard Anderson
2083,,,,11,665,John Bagley
2084,,,,5,253,Ken Bannister
2085,,,,11,681,Randy Breuer
2086,,,,7,360,Tony Brown
2087,,,,2,93,Carlos Clark
2088,,,,5,328,Darren Daye
2089,,,,2,63,Devin Durrant
2090,,,,2,87,Keith Edmonson
2091,,,,17,1209,Dale Ellis
2092,,,,13,957,Sleepy Floyd
2093,,,,3,207,Rod Foster
2094,,,,4,300,Bill Garnett
2095,,,,2,64,Mike Gibson
2096,,,,1,49,Georgi Glouchkov
2097,,,,1,26,Jim Grandholm
2098,,,,11,578,Scott Hastings
2099,,,,1,28,Carl Henry
2100,,,,13,779,Rod Higgins
2101,,,,10,695,Craig Hodges
2102,,,,3,97,Eddie Hughes
2103,,,,1,23,Jim Johnstone
2104,45.0,1960-11-20,2006-09-07,2,70,Ozell Jones
2105,,,,3,118,Joe Kopicki
2106,,,,1,1,Jim Lampley
2107,,,,11,752,Fat Lever
2108,,,,1,2,Darrell Lockhart
2109,,,,4,193,Sidney Lowe
2110,,,,6,216,Pace Mannion
2111,,,,3,77,Scooter McCray
2112,,,,2,96,Larry Micheaux
2113,,,,1,8,Guy Morgan
2114,,,,10,540,Ed Nealy
2115,,,,3,187,Audie Norris
2116,,,,11,772,John Paxson
2117,,,,1,18,Tom Piotrowski
2118,,,,2,32,Leo Rautins
2119,,,,13,818,Fred Roberts
2120,,,,11,629,Cliff Robinson
2121,,,,1,35,Oliver Robinson
2122,,,,6,155,Walker Russell
2123,,,,9,456,Ralph Sampson
2124,,,,11,648,Mike Sanders
2125,,,,1,33,Wayne Sappleton
2126,,,,4,290,Russ Schoene
2127,,,,2,22,John Schweitz
2128,,,,1,63,Jose Slaughter
2129,,,,5,403,Steve Stipanovich
2130,,,,2,56,Jeff Taylor
2131,,,,1,31,Vince Taylor
2132,,,,11,687,Terry Teagle
2133,,,,5,179,David Thirdkill
2134,,,,4,161,Jim Thomas
2135,,,,1,44,Corny Thompson
2136,,,,2,124,Darren Tillis
2137,49.0,1960-12-28,2010-07-08,5,361,Melvin Turpin
2138,,,,1,8,Brant Weidner
2139,,,,17,1090,Mark West
2140,,,,15,1074,Dominique Wilkins
2141,,,,1,12,Dale Wilkinson
2142,,,,17,1307,Buck Williams
2143,,,,2,26,Guy Williams
2144,,,,1,7,Ken Austin
2145,,,,12,928,Thurl Bailey
2146,,,,1,11,Joe Binion
2147,,,,10,511,Sam Bowie
2148,,,,16,987,Antoine Carr
2149,,,,2,66,Howard Carter
2150,,,,5,227,Ben Coleman
2151,,,,1,29,Norris Coleman
2152,,,,1,48,Leroy Combs
2153,,,,1,21,Jeff Cross
2154,,,,1,45,Russell Cross
2155,,,,18,1183,Terry Cummings
2156,49.0,1961-01-22,2010-11-08,10,528,Quintin Dailey
2157,,,,14,873,Craig Ehlo
2158,,,,3,80,Stewart Granger
2159,,,,10,679,Sidney Green
2160,,,,1,9,John Greig
2161,,,,9,575,Bob Hansen
2162,,,,16,1199,Derek Harper
2163,,,,8,507,Roy Hinson
2164,,,,6,325,Mike Holton
2165,,,,2,14,Earl Jones
2166,,,,1,6,Mark Jones
2167,,,,5,260,Clark Kellogg
2168,,,,12,680,Greg Kite
2169,,,,1,15,Bruce Kuczenski
2170,,,,11,830,Cliff Levingston
2171,,,,13,905,Jeff Malone
2172,,,,10,768,Rodney McCray
2173,,,,3,108,Chris McNealy
2174,,,,3,222,Dirk Minniefield
2175,,,,17,1286,Sam Perkins
2176,,,,3,132,Michael Phelps
2177,,,,1,48,Eddie Phillips
2178,,,,1,7,John Pinone
2179,,,,13,864,Doc Rivers
2180,,,,14,911,Dennis Rodman
2181,,,,2,23,Jim Rowinski
2182,,,,14,1073,Byron Scott
2183,,,,1,2,McKinley Singleton
2184,34.0,1961-11-01,1996-08-10,9,408,Derek Smith
2185,,,,3,192,Terence Stansbury
2186,,,,9,502,Jon Sundvold
2187,,,,2,46,Dane Suttle
2188,,,,2,93,Peter Thibeaux
2189,,,,13,979,Isiah Thomas
2190,,,,15,985,LaSalle Thompson
2191,,,,3,154,Paul Thompson
2192,,,,14,951,Sedale Threatt
2193,,,,5,249,Granville Waiters
2194,,,,10,720,Darrell Walker
2195,,,,5,260,Kevin Williams
2196,52.0,1961-05-05,2014-03-10,2,153,Rob Williams
2197,,,,2,127,Othell Wilson
2198,,,,12,926,James Worthy
2199,,,,3,49,Michael Young
2200,,,,6,375,Mark Acres
2201,,,,10,612,John Battle
2202,,,,5,235,Uwe Blab
2203,47.0,1962-10-16,2010-06-19,10,624,Manute Bol
2204,,,,4,101,Steve Burtt
2205,,,,15,1140,Michael Cage
2206,,,,11,690,Tony Campbell
2207,,,,2,50,Fred Cofield
2208,,,,8,526,Steve Colter
2209,,,,16,1065,Tyrone Corbin
2210,,,,10,474,Greg Dreiling
2211,,,,15,1086,Clyde Drexler
2212,,,,1,10,Kenton Edelin
2213,,,,17,1183,Patrick Ewing
2214,,,,5,275,Dave Feitl
2215,,,,4,184,Kenny Fields
2216,,,,12,893,Vern Fleming
2217,,,,4,201,Lancaster Gordon
2218,,,,1,4,Butch Graves
2219,,,,1,68,Alfredrick Hughes
2220,,,,11,788,Jay Humphries
2221,,,,1,1,Ralph Jackson
2222,,,,1,64,Ken Johnson
2223,,,,1,29,Steffond Johnson
2224,,,,3,164,Anthony Jones
2225,,,,4,201,Charles Jones
2226,52.0,1962-06-26,2015-02-18,17,1153,Jerome Kersey
2227,,,,15,965,Joe Kleine
2228,,,,3,182,Keith Lee
2229,,,,3,84,Bill Martin
2230,,,,1,8,Brian Martin
2231,27.0,1962-03-25,1989-12-03,1,24,Fernando Martin
2232,,,,8,483,Tim McCormick
2233,,,,4,176,Ben McDonald
2234,,,,1,3,Cozell McQueen
2235,,,,1,14,Ron Moore
2236,,,,4,67,Jay Murphy
2237,,,,8,491,Jim Petersen
2238,,,,2,126,Gary Plummer
2239,54.0,1962-04-15,2016-10-21,2,33,David Pope
2240,,,,8,532,Blair Rasmussen
2241,,,,8,443,Jerry Reynolds
2242,,,,10,779,Alvin Robertson
2243,,,,1,7,Ron Rowan
2244,,,,4,239,Delaney Rudd
2245,,,,3,180,Carey Scurry
2246,,,,6,398,Brad Sellers
2247,,,,1,21,Tom Sewell
2248,,,,1,43,Charlie Sitton
2249,,,,1,31,Tom Sluby
2250,,,,7,194,Mike Smrek
2251,,,,2,22,Alex Stivrins
2252,,,,19,1504,John Stockton
2253,,,,5,204,Bernard Thompson
2254,,,,8,283,Bob Thornton
2255,,,,17,1257,Otis Thorpe
2256,,,,5,112,Sedric Toney
2257,,,,10,612,Jeff Turner
2258,,,,10,385,Ennis Whatley
2259,,,,2,82,Willie White
2260,,,,6,322,Eddie Lee Wilkins
2261,53.0,1962-08-09,2015-12-11,13,887,Hot Rod Williams
2262,,,,21,1424,Kevin Willis
2263,,,,1,4,Voise Winters
2264,,,,6,274,Leon Wood
2265,,,,2,16,Brad Wright
2266,,,,10,574,Danny Young
2267,,,,11,653,Michael Adams
2268,,,,5,325,Mark Alarie
2269,,,,16,1073,Charles Barkley
2270,,,,6,238,William Bedford
2271,,,,1,60,Cory Blackwell
2272,,,,8,461,Anthony Bowie
2273,,,,4,130,Adrian Branch
2274,32.0,1963-06-21,1995-10-17,2,38,Mike Brittain
2275,,,,11,626,Mike Brown
2276,,,,8,515,Terry Catledge
2277,47.0,1963-11-25,2011-06-27,1,36,Lorenzo Charles
2278,,,,1,6,David Cooke
2279,,,,1,33,Mark Davis
2280,,,,9,541,Johnny Dawkins
2281,,,,14,1018,Joe Dumars
2282,,,,11,732,Mario Elie
2283,,,,2,77,Derrick Gervin
2284,,,,2,91,Grant Gondrezick
2285,,,,7,386,Stuart Gray
2286,,,,16,1278,A.C. Green
2287,52.0,1963-10-15,2016-02-22,5,207,Steve Harris
2288,,,,2,93,Conner Henry
2289,,,,14,1077,Jeff Hornacek
2290,,,,15,1072,Michael Jordan
2291,,,,1,20,Harold Keeling
2292,,,,11,784,Jon Koncak
2293,,,,7,321,Jim Les
2294,,,,3,99,Ralph Lewis
2295,,,,19,1476,Karl Malone
2296,,,,1,45,Dwayne McClain
2297,,,,12,870,Xavier McDaniel
2298,,,,1,6,Forrest McKenzie
2299,,,,13,994,Sam Mitchell
2300,,,,16,986,Chris Mullin
2301,,,,5,191,Tod Murphy
2302,,,,9,377,Pete Myers
2303,,,,16,1159,Johnny Newman
2304,,,,1,25,Dennis Nutt
2305,,,,19,1282,Charles Oakley
2306,,,,18,1238,Hakeem Olajuwon
2307,,,,2,64,Jose Ortiz
2308,,,,12,793,Ed Pinckney
2309,,,,1,1,Dwayne Polee
2310,,,,17,1274,Terry Porter
2311,,,,4,299,Harold Pressley
2312,,,,2,69,Johnny Rogers
2313,,,,3,160,Scott Roth
2314,,,,16,1136,Detlef Schrempf
2315,,,,1,3,Dexter Shouse
2316,44.0,1963-01-17,2007-02-21,1,2,Barry Stevens
2317,,,,2,42,Greg Stokes
2318,,,,6,300,Billy Thompson
2319,,,,3,120,Kelvin Upshaw
2320,24.0,1963-04-13,1987-08-16,2,68,Nick Vanos
2321,,,,7,396,Sam Vincent
2322,,,,2,53,Milt Wagner
2323,,,,12,814,Spud Webb
2324,,,,13,720,Bill Wennington
2325,,,,13,900,Gerald Wilkins
2326,,,,1,21,Mike Williams
2327,,,,15,740,David Wingate
2328,,,,1,9,Perry Young
2329,,,,6,379,Rafael Addison
2330,,,,4,169,Steve Alford
2331,,,,10,680,Greg Anderson
2332,,,,4,134,Kenny Battle
2333,,,,15,807,Benoit Benjamin
2334,24.0,1964-10-06,1989-08-14,1,64,Ricky Berry
2335,,,,3,205,Walter Berry
2336,,,,1,3,Torgeir Bryn
2337,,,,1,2,Mike Champion
2338,,,,2,142,Dallas Comegys
2339,,,,1,33,Tom Copa
2340,,,,16,1083,Dell Curry
2341,,,,1,8,Bruce Douglas
2342,44.0,1964-04-01,2008-08-25,11,684,Kevin Duckworth
2343,,,,5,136,Jim Farmer
2344,,,,1,12,Rolando Ferreira
2345,38.0,1964-12-07,2003-05-29,3,147,Anthony Frederick
2346,,,,7,511,Winston Garland
2347,,,,9,494,Kenny Gattison
2348,47.0,1964-05-28,2011-07-05,13,929,Armen Gilliam
2349,,,,4,105,Ron Grandison
2350,,,,2,60,Kenny Green
2351,51.0,1964-01-27,2015-03-16,9,341,Jack Haley
2352,,,,15,1009,Ron Harper
2353,,,,1,22,Dave Henderson
2354,,,,2,22,Kevin Henderson
2355,,,,6,169,Dave Hoppen
2356,,,,3,89,Michael Jackson
2357,,,,1,8,Myron Jackson
2358,,,,7,505,Buck Johnson
2359,,,,8,280,Tim Kempton
2360,,,,1,6,Curtis Kitchen
2361,,,,5,111,Bart Kofoed
2362,,,,9,420,Larry Krystkowiak
2363,,,,3,73,Doug Lee
2364,,,,11,656,Brad Lohaus
2365,,,,7,363,Sarunas Marciulionis
2366,,,,2,69,Maurice Martin
2367,47.0,1964-04-22,2011-07-01,5,178,Bob McCann
2368,,,,2,9,Carlton McKinney
2369,,,,12,796,Nate McMillan
2370,,,,2,39,Scott Meents
2371,,,,1,10,Andre Moore
2372,,,,1,18,Ronnie Murphy
2373,,,,2,63,Craig Neal
2374,,,,10,646,Ken Norman
2375,,,,13,943,Chuck Person
2376,28.0,1964-10-22,1993-06-07,4,290,Drazen Petrovic
2377,,,,15,1058,Olden Polynice
2378,,,,3,41,Dave Popson
2379,,,,1,13,Dominic Pressley
2380,,,,12,722,Mark Price
2381,,,,1,4,Richard Rellford
2382,,,,1,2,Rob Rose
2383,,,,7,470,Arvydas Sabonis
2384,,,,11,748,John Salley
2385,,,,3,136,John Shasky
2386,,,,10,600,Scott Skiles
2387,,,,1,2,Keith Smart
2388,,,,2,46,Clinton Smith
2389,,,,1,42,Keith Smith
2390,,,,6,375,Otis Smith
2391,,,,2,48,Andre Spencer
2392,50.0,1964-11-28,2015-01-09,6,280,Roy Tarpley
2393,44.0,1964-06-09,2009-05-15,12,840,Wayman Tisdale
2394,,,,6,170,Andre Turner
2395,,,,2,149,Alexander Volkov
2396,,,,5,170,Stojko Vrankovic
2397,,,,7,448,Kenny Walker
2398,,,,1,9,Jamie Waller
2399,,,,2,19,Duane Washington
2400,52.0,1964-01-06,2016-04-20,3,194,Pearl Washington
2401,51.0,1964-01-02,2015-03-01,3,109,Chris Welp
2402,,,,10,599,Reggie Williams
2403,,,,1,15,Nikita Wilson
2404,,,,1,24,Ricky Wilson
2405,,,,1,7,Rickie Winslow
2406,,,,11,592,Joe Wolf
2407,,,,7,412,David Wood
2408,,,,1,6,A.J. Wynder
2409,,,,1,8,Phil Zevenbergen
2410,,,,2,70,Randy Allen
2411,,,,1,9,Joe Arlauckas
2412,,,,1,10,Sergei Bazarevich
2413,,,,3,136,Winston Bennett
2414,,,,1,10,Nate Blackwell
2415,,,,14,889,Muggsy Bogues
2416,,,,10,680,Scott Brooks
2417,,,,1,16,Raymond Brown
2418,,,,15,797,Mark Bryant
2419,,,,1,52,Richard Coffey
2420,,,,2,33,Lanard Copeland
2421,,,,2,31,Winston Crite
2422,,,,1,20,Radisav Curcic
2423,,,,8,548,Brad Daugherty
2424,,,,1,44,Billy Donovan
2425,,,,16,886,Chris Dudley
2426,,,,10,704,Blue Edwards
2427,,,,11,604,Kevin Edwards
2428,,,,11,583,Duane Ferrell
2429,,,,5,264,Tellis Frank
2430,,,,5,80,Corey Gaines
2431,,,,10,649,Kevin Gamble
2432,,,,2,26,Andrew Gaze
2433,,,,1,24,Ben Gillery
2434,,,,1,7,Orlando Graham
2435,,,,13,552,Gary Grant
2436,,,,11,783,Harvey Grant
2437,,,,17,1165,Horace Grant
2438,,,,9,438,Jeff Grayer
2439,,,,1,8,Cedric Henderson
2440,,,,5,334,Dennis Hopson
2441,,,,1,1,Cedric Hunter
2442,,,,17,1296,Mark Jackson
2443,,,,7,212,Henry James
2444,,,,16,1054,Avery Johnson
2445,,,,1,11,Darryl Johnson
2446,,,,1,4,Kannard Johnson
2447,,,,15,910,Steve Kerr
2448,,,,2,11,Clifford Lett
